order_id;user_id;num_of_item
36397;29117;1
36400;29118;1
36414;29127;1
36416;29131;1
36418;29134;1
36419;29134;1
36421;29138;1
36456;29166;1
36461;29168;1
36488;29185;1
36492;29189;1
36505;29202;1
36526;29220;1
36528;29221;1
36530;29221;1
36534;29224;1
36537;29225;1
36549;29239;1
36550;29240;1
36557;29244;1
36571;29252;1
36576;29260;1
36590;29270;1
36603;29278;1
36611;29285;1
36630;29296;1
36647;29308;1
36652;29314;1
36695;29352;1
36696;29352;1
36710;29362;1
36729;29375;1
36744;29383;1
36745;29384;1
36760;29393;1
36761;29393;1
36767;29398;1
36779;29408;1
36796;29419;1
36807;29425;1
36848;29461;1
36851;29463;1
36888;29492;1
36889;29492;1
36899;29501;1
36905;29508;1
36916;29515;1
36921;29518;1
36925;29519;1
36926;29519;1
36930;29521;1
36937;29526;1
36938;29527;1
36943;29534;1
36986;29566;1
37001;29577;1
37011;29586;1
37012;29587;1
37025;29600;1
37031;29605;1
37042;29612;1
37060;29626;1
37061;29627;1
37063;29627;1
37064;29627;1
37077;29640;1
37085;29647;1
37118;29678;1
37119;29678;1
37120;29679;1
37128;29689;1
37151;29712;1
37152;29714;1
37155;29720;1
37172;29732;1
37175;29735;1
37179;29736;1
37181;29740;1
37206;29765;1
37213;29772;1
37223;29779;1
37237;29791;1
37246;29795;1
37248;29796;1
37252;29801;1
37257;29804;1
37269;29815;1
37274;29819;1
37283;29827;1
37287;29829;1
37290;29833;1
37298;29840;1
37303;29844;1
37319;29865;1
37320;29865;1
37324;29868;1
37333;29873;1
37345;29880;1
37347;29880;1
37350;29884;1
37373;29909;1
37381;29915;1
37384;29916;1
37393;29924;1
37406;29931;1
37414;29934;1
37416;29936;1
37421;29939;1
37427;29946;1
37428;29947;1
37430;29947;1
37434;29949;1
37437;29952;1
37445;29957;1
37450;29960;1
37452;29960;1
37453;29961;1
37455;29963;1
37478;29985;1
37530;30029;1
37548;30043;1
37559;30052;1
37562;30054;1
37564;30054;1
37581;30073;1
37618;30100;1
37639;30114;1
37646;30117;1
37657;30129;1
37670;30146;1
37672;30148;1
37673;30148;1
37688;30162;1
37690;30164;1
37691;30167;1
37696;30170;1
37709;30176;1
37710;30178;1
37712;30179;1
37714;30180;1
37731;30192;1
37767;30227;1
37769;30228;1
37773;30229;1
37776;30232;1
37786;30239;1
37787;30239;1
37839;30280;1
37853;30289;1
37868;30305;1
37896;30327;1
37900;30329;1
37902;30329;1
37910;30335;1
37912;30340;1
37915;30342;1
37927;30350;1
37931;30353;1
37942;30361;1
37982;30388;1
37987;30391;1
37999;30396;1
38000;30397;1
38004;30400;1
38011;30408;1
38018;30416;1
38022;30423;1
38025;30424;1
38031;30430;1
38034;30434;1
38044;30443;1
38064;30457;1
38083;30474;1
38108;30491;1
38115;30497;1
38136;30513;1
38138;30513;1
38154;30522;1
38161;30527;1
38178;30541;1
38191;30549;1
38204;30558;1
38220;30575;1
38222;30577;1
38231;30582;1
38258;30606;1
38259;30607;1
38260;30607;1
38266;30614;1
38277;30623;1
38292;30634;1
38296;30636;1
38299;30640;1
38301;30642;1
38308;30648;1
38317;30652;1
38333;30665;1
38344;30675;1
38371;30703;1
38381;30707;1
38396;30724;1
38410;30738;1
38418;30745;1
38423;30751;1
38429;30755;1
38437;30765;1
38440;30767;1
38453;30773;1
38464;30783;1
38465;30784;1
38490;30807;1
38532;30837;1
38538;30842;1
38556;30852;1
38584;30874;1
38608;30898;1
38624;30909;1
38642;30920;1
38662;30937;1
38672;30946;1
38701;30972;1
38702;30972;1
38715;30982;1
38718;30984;1
38720;30986;1
38745;31001;1
38748;31003;1
38772;31022;1
38777;31026;1
38779;31026;1
38787;31032;1
38794;31039;1
38797;31042;1
38799;31043;1
38814;31066;1
38816;31069;1
38820;31072;1
38830;31083;1
38831;31084;1
38839;31092;1
38847;31101;1
38849;31102;1
38850;31102;1
38883;31131;1
38899;31144;1
38902;31145;1
38903;31146;1
38912;31152;1
38918;31157;1
38922;31159;1
38929;31167;1
38930;31167;1
38962;31194;1
38978;31209;1
38990;31218;1
38999;31222;1
39017;31232;1
39027;31238;1
39028;31238;1
39033;31242;1
39035;31242;1
39037;31244;1
39038;31244;1
39039;31246;1
39040;31246;1
39052;31259;1
39057;31260;1
39066;31266;1
39087;31282;1
39088;31283;1
39091;31283;1
39100;31289;1
39124;31308;1
39131;31313;1
39141;31323;1
39144;31325;1
39149;31327;1
39159;31335;1
39168;31339;1
39184;31348;1
39198;31361;1
39205;31369;1
39206;31369;1
39214;31375;1
39224;31386;1
39231;31393;1
39232;31393;1
39234;31394;1
39250;31412;1
39252;31413;1
39261;31420;1
39267;31423;1
39270;31426;1
39271;31426;1
39288;31444;1
39299;31452;1
39301;31453;1
39304;31457;1
39322;31471;1
39330;31478;1
39345;31494;1
39355;31502;1
39372;31518;1
39380;31525;1
39400;31538;1
39404;31541;1
39405;31541;1
39416;31553;1
39427;31564;1
39431;31565;1
39432;31565;1
39444;31571;1
39446;31574;1
39457;31584;1
39461;31585;1
39465;31591;1
39495;31611;1
39499;31614;1
39523;31634;1
39535;31647;1
39538;31650;1
39542;31654;1
39559;31680;1
39567;31684;1
39574;31691;1
39576;31693;1
39581;31696;1
39583;31700;1
39598;31712;1
39641;31746;1
39645;31749;1
39650;31753;1
39657;31762;1
39680;31776;1
39682;31778;1
39686;31780;1
39701;31790;1
39725;31817;1
39729;31823;1
39735;31826;1
39737;31826;1
39742;31831;1
39752;31840;1
39758;31846;1
39760;31848;1
39762;31850;1
39764;31851;1
39765;31851;1
39768;31853;1
39771;31857;1
39781;31864;1
39783;31865;1
39785;31866;1
39790;31868;1
39799;31872;1
39801;31873;1
39804;31876;1
39813;31887;1
39822;31896;1
39823;31896;1
39827;31899;1
39836;31907;1
39861;31929;1
39876;31945;1
39881;31951;1
39886;31954;1
39888;31954;1
39891;31956;1
39894;31957;1
39896;31958;1
39897;31959;1
39901;31962;1
39919;31980;1
39929;31986;1
39938;31991;1
39952;31998;1
39963;32011;1
39994;32037;1
40002;32046;1
40003;32047;1
40012;32052;1
40016;32059;1
40019;32061;1
40035;32073;1
40043;32080;1
40054;32087;1
40083;32117;1
40097;32129;1
40100;32134;1
40112;32151;1
40116;32154;1
40125;32165;1
40126;32165;1
40129;32167;1
40134;32170;1
40135;32170;1
40136;32170;1
40162;32193;1
40173;32201;1
40181;32209;1
40195;32225;1
40198;32226;1
40205;32228;1
40212;32232;1
40215;32234;1
40218;32236;1
40231;32252;1
40235;32255;1
40236;32255;1
40247;32265;1
40276;32283;1
40278;32285;1
40302;32303;1
40311;32314;1
40316;32316;1
40320;32320;1
40331;32328;1
40335;32332;1
40358;32346;1
40361;32350;1
40378;32360;1
40383;32367;1
40391;32375;1
40392;32375;1
40406;32387;1
40414;32393;1
40418;32397;1
40422;32400;1
40435;32412;1
40436;32412;1
40440;32416;1
40461;32428;1
40465;32433;1
40472;32440;1
40489;32454;1
40501;32462;1
40513;32471;1
40518;32475;1
40521;32476;1
40528;32480;1
40534;32483;1
40545;32497;1
40558;32507;1
40575;32518;1
40588;32529;1
40631;32559;1
40635;32563;1
40637;32566;1
40664;32586;1
40667;32588;1
40676;32596;1
40714;32628;1
40721;32632;1
40722;32632;1
40728;32639;1
40729;32645;1
40734;32648;1
40735;32648;1
40752;32658;1
40759;32662;1
40772;32671;1
40794;32689;1
40799;32693;1
40826;32710;1
40829;32711;1
40833;32715;1
40835;32718;1
40839;32721;1
40844;32724;1
40859;32741;1
40860;32742;1
40883;32767;1
40937;32814;1
40940;32814;1
40945;32818;1
40946;32818;1
40994;32860;1
41000;32863;1
41012;32870;1
41021;32877;1
41022;32878;1
41024;32880;1
41032;32885;1
41039;32893;1
41064;32908;1
41068;32913;1
41074;32920;1
41075;32920;1
41078;32925;1
41090;32933;1
41091;32933;1
41124;32955;1
41126;32955;1
41140;32966;1
41145;32970;1
41159;32983;1
41160;32984;1
41162;32986;1
41169;32993;1
41179;32998;1
41202;33014;1
41211;33020;1
41220;33026;1
41221;33027;1
41265;33060;1
41267;33062;1
41269;33065;1
41279;33074;1
41280;33074;1
41286;33079;1
41290;33083;1
41294;33087;1
41314;33103;1
41317;33107;1
41325;33114;1
41339;33122;1
41340;33122;1
41348;33126;1
41354;33130;1
41365;33136;1
41372;33145;1
41375;33148;1
41378;33152;1
41382;33153;1
41387;33158;1
41397;33163;1
41400;33165;1
41412;33176;1
41432;33189;1
41439;33194;1
41451;33208;1
41457;33217;1
41462;33221;1
41472;33228;1
41473;33229;1
41529;33275;1
41540;33284;1
41542;33285;1
41548;33286;1
41550;33287;1
41576;33310;1
41579;33314;1
41585;33319;1
41598;33329;1
41599;33330;1
41613;33342;1
41622;33350;1
41623;33351;1
41628;33353;1
41631;33355;1
41651;33372;1
41664;33380;1
41668;33384;1
41670;33385;1
41672;33386;1
41687;33398;1
41689;33399;1
41704;33408;1
41705;33410;1
41707;33413;1
41714;33417;1
41721;33423;1
41730;33428;1
41741;33439;1
41770;33461;1
41773;33463;1
41777;33469;1
41797;33484;1
41801;33488;1
41802;33488;1
41804;33490;1
41805;33490;1
41820;33497;1
41828;33503;1
41843;33520;1
41863;33531;1
41876;33540;1
41892;33556;1
41905;33567;1
41911;33571;1
41920;33577;1
41943;33591;1
41966;33613;1
41976;33622;1
41984;33628;1
41987;33630;1
41988;33630;1
41992;33634;1
42019;33655;1
42023;33659;1
42029;33663;1
42030;33664;1
42056;33688;1
42060;33691;1
42080;33704;1
42087;33710;1
42132;33749;1
42144;33758;1
42150;33763;1
42171;33781;1
42209;33808;1
42210;33808;1
42235;33828;1
42244;33834;1
42265;33846;1
42274;33853;1
42284;33861;1
42300;33876;1
42312;33889;1
42313;33889;1
42341;33909;1
42360;33925;1
42361;33925;1
42382;33943;1
42388;33945;1
42391;33947;1
42399;33955;1
42416;33968;1
42426;33976;1
42428;33978;1
42433;33983;1
42434;33984;1
42439;33990;1
42463;34012;1
42483;34022;1
42498;34035;1
42509;34042;1
42519;34057;1
42520;34057;1
42524;34060;1
42536;34068;1
42546;34077;1
42552;34085;1
42558;34090;1
42559;34091;1
42571;34100;1
42597;34125;1
42610;34134;1
42630;34151;1
42666;34183;1
42667;34184;1
42668;34184;1
42683;34195;1
42703;34205;1
42705;34205;1
42706;34205;1
42711;34210;1
42712;34210;1
42721;34214;1
42731;34220;1
42752;34244;1
42764;34252;1
42767;34254;1
42783;34264;1
42809;34289;1
42815;34297;1
42824;34310;1
42830;34312;1
42837;34316;1
42838;34317;1
42848;34326;1
42856;34332;1
42866;34338;1
42872;34344;1
42878;34349;1
42884;34355;1
42909;34370;1
42911;34370;1
42912;34371;1
42929;34382;1
42942;34397;1
42965;34413;1
42966;34413;1
42973;34422;1
42974;34423;1
42980;34426;1
43021;34469;1
43023;34469;1
43024;34471;1
43029;34475;1
43036;34483;1
43042;34489;1
43054;34499;1
43059;34506;1
43074;34523;1
43081;34531;1
43085;34534;1
43092;34539;1
43099;34544;1
43101;34546;1
43109;34549;1
43143;34575;1
43166;34589;1
43180;34600;1
43198;34613;1
43203;34618;1
43239;34647;1
43271;34676;1
43272;34677;1
43274;34678;1
43294;34693;1
43302;34701;1
43304;34702;1
43316;34708;1
43317;34708;1
43332;34718;1
43350;34732;1
43351;34734;1
43358;34741;1
43362;34744;1
43364;34745;1
43365;34745;1
43370;34748;1
43373;34752;1
43379;34758;1
43381;34758;1
43383;34759;1
43387;34760;1
43418;34790;1
43423;34794;1
43432;34801;1
43436;34807;1
43445;34818;1
43459;34827;1
43462;34829;1
43469;34838;1
43471;34842;1
43476;34848;1
43478;34849;1
43480;34849;1
43489;34856;1
43498;34863;1
43502;34865;1
43510;34874;1
43530;34888;1
43532;34889;1
43541;34895;1
43551;34900;1
43566;34911;1
43573;34914;1
43613;34944;1
43617;34951;1
43618;34951;1
43621;34956;1
43623;34958;1
43625;34959;1
43639;34975;1
43642;34979;1
43643;34981;1
43644;34982;1
43676;35014;1
43704;35030;1
43733;35052;1
43738;35056;1
43739;35057;1
43744;35061;1
43760;35073;1
43772;35083;1
43783;35091;1
43784;35091;1
43786;35093;1
43787;35093;1
43804;35108;1
43830;35134;1
43834;35139;1
43858;35156;1
43883;35178;1
43901;35197;1
43902;35198;1
43903;35199;1
43905;35201;1
43913;35210;1
43915;35212;1
43918;35215;1
43919;35216;1
43922;35219;1
43923;35220;1
43925;35222;1
43927;35223;1
43960;35253;1
43970;35263;1
43976;35268;1
43993;35284;1
43996;35284;1
43999;35287;1
44000;35287;1
44007;35293;1
44031;35317;1
44044;35327;1
44062;35337;1
44080;35352;1
44083;35354;1
44085;35355;1
44093;35372;1
44108;35378;1
44109;35380;1
44115;35385;1
44119;35388;1
44121;35389;1
44123;35390;1
44139;35401;1
44156;35411;1
44172;35428;1
44173;35428;1
44174;35428;1
44175;35428;1
44185;35435;1
44186;35436;1
44190;35437;1
44191;35438;1
44195;35440;1
44200;35447;1
44201;35448;1
44203;35448;1
44215;35462;1
44220;35464;1
44228;35471;1
44236;35477;1
44259;35502;1
44261;35503;1
44263;35505;1
44267;35509;1
44296;35540;1
44310;35551;1
44314;35554;1
44317;35557;1
44339;35576;1
44341;35576;1
44360;35588;1
44379;35600;1
44380;35600;1
44384;35602;1
44406;35617;1
44436;35641;1
44437;35641;1
44439;35643;1
44440;35643;1
44441;35644;1
44457;35660;1
44463;35663;1
44472;35671;1
44477;35679;1
44494;35692;1
44512;35704;1
44520;35711;1
44525;35714;1
44538;35728;1
44549;35738;1
44560;35748;1
44566;35752;1
44569;35754;1
44594;35779;1
44610;35793;1
44612;35795;1
44660;35829;1
44667;35836;1
44668;35837;1
44669;35838;1
44674;35843;1
44696;35862;1
44702;35869;1
44713;35878;1
44739;35895;1
44761;35913;1
44765;35917;1
44774;35926;1
44776;35927;1
44787;35934;1
44803;35949;1
44826;35965;1
44827;35966;1
44846;35982;1
44847;35982;1
44851;35985;1
44861;35994;1
44863;35995;1
44867;35999;1
44870;36002;1
44879;36006;1
44887;36016;1
44912;36032;1
44934;36050;1
44940;36055;1
44964;36072;1
44968;36077;1
44970;36078;1
44979;36087;1
45011;36112;1
45015;36117;1
45022;36126;1
45024;36128;1
45035;36140;1
45049;36151;1
45058;36163;1
45060;36165;1
45072;36179;1
45077;36183;1
45099;36199;1
45128;36220;1
45137;36227;1
45152;36238;1
45162;36246;1
45165;36246;1
45171;36253;1
45173;36255;1
45175;36256;1
45195;36271;1
45204;36284;1
45233;36304;1
45248;36317;1
45273;36344;1
45286;36358;1
45295;36364;1
45313;36378;1
45324;36387;1
45331;36393;1
45332;36393;1
45347;36407;1
45373;36429;1
45402;36452;1
45409;36458;1
45420;36469;1
45427;36474;1
45430;36474;1
45435;36479;1
45452;36495;1
45453;36496;1
45456;36501;1
45466;36509;1
45515;36550;1
45517;36551;1
45528;36561;1
45542;36573;1
45544;36575;1
45565;36593;1
45567;36595;1
45583;36608;1
45584;36609;1
45596;36614;1
45617;36634;1
45620;36636;1
45625;36640;1
45642;36652;1
45646;36655;1
45647;36655;1
45649;36655;1
45658;36663;1
45662;36667;1
45666;36670;1
45679;36677;1
45680;36677;1
45690;36684;1
45696;36691;1
45697;36691;1
45703;36695;1
45706;36698;1
45742;36724;1
45748;36731;1
45750;36732;1
45752;36732;1
45777;36752;1
45778;36753;1
45781;36755;1
45789;36758;1
45804;36768;1
45809;36773;1
45821;36783;1
45823;36784;1
45845;36803;1
45847;36805;1
45849;36807;1
45858;36812;1
45866;36818;1
45873;36823;1
45875;36823;1
45889;36831;1
45901;36842;1
45915;36852;1
45916;36853;1
45922;36858;1
45935;36868;1
45939;36871;1
45946;36877;1
45947;36877;1
45956;36886;1
45957;36886;1
46011;36930;1
46026;36946;1
46027;36946;1
46038;36955;1
46044;36959;1
46055;36970;1
46070;36982;1
46085;36992;1
46087;36993;1
46092;36997;1
46106;37007;1
46113;37015;1
46116;37017;1
46128;37030;1
46135;37035;1
46140;37040;1
46150;37049;1
46156;37056;1
46170;37063;1
46178;37070;1
46201;37086;1
46202;37086;1
46210;37090;1
46214;37092;1
46217;37094;1
46222;37098;1
46243;37115;1
46244;37115;1
46257;37121;1
46267;37127;1
46269;37129;1
46280;37138;1
46327;37172;1
46331;37173;1
46333;37176;1
46345;37185;1
46361;37199;1
46363;37199;1
46372;37205;1
46374;37208;1
46384;37216;1
46399;37224;1
46406;37231;1
46415;37240;1
46425;37243;1
46435;37253;1
46454;37267;1
46486;37286;1
46497;37293;1
46505;37299;1
46512;37307;1
46525;37321;1
46526;37321;1
46538;37328;1
46559;37344;1
46566;37346;1
46598;37377;1
46615;37393;1
46616;37394;1
46629;37404;1
46649;37418;1
46668;37434;1
46674;37439;1
46723;37482;1
46738;37491;1
46743;37498;1
46757;37510;1
46761;37512;1
46769;37517;1
46772;37518;1
46775;37521;1
46780;37525;1
46796;37535;1
46808;37549;1
46809;37550;1
46813;37553;1
46814;37554;1
46818;37560;1
46821;37563;1
46822;37563;1
46828;37565;1
46842;37574;1
46866;37597;1
46880;37610;1
46881;37610;1
46889;37616;1
46930;37648;1
46945;37667;1
46951;37670;1
46968;37677;1
46977;37684;1
46989;37699;1
47024;37722;1
47029;37726;1
47033;37730;1
47054;37746;1
47056;37747;1
47079;37770;1
47083;37773;1
47096;37782;1
47097;37782;1
47099;37783;1
47101;37785;1
47108;37791;1
47119;37799;1
47129;37805;1
47131;37806;1
47134;37810;1
47164;37831;1
47174;37839;1
47183;37850;1
47186;37852;1
47205;37865;1
47218;37875;1
47231;37886;1
47262;37914;1
47269;37918;1
47292;37934;1
47299;37937;1
47307;37940;1
47311;37942;1
47312;37942;1
47331;37961;1
47343;37971;1
47346;37973;1
47353;37979;1
47356;37983;1
47378;38003;1
47379;38005;1
47389;38012;1
47406;38025;1
47412;38028;1
47417;38033;1
47429;38043;1
47454;38071;1
47457;38075;1
47465;38080;1
47467;38081;1
47468;38081;1
47469;38082;1
47472;38082;1
47473;38083;1
47491;38100;1
47510;38114;1
47529;38125;1
47541;38133;1
47545;38139;1
47546;38139;1
47549;38140;1
47558;38147;1
47560;38149;1
47565;38155;1
47569;38156;1
47583;38170;1
47585;38175;1
47594;38181;1
47603;38190;1
47606;38194;1
47608;38194;1
47614;38203;1
47615;38203;1
47621;38210;1
47624;38212;1
47631;38217;1
47632;38217;1
47645;38230;1
47649;38233;1
47651;38235;1
47653;38236;1
47658;38238;1
47664;38242;1
47688;38264;1
47690;38266;1
47697;38273;1
47756;38328;1
47761;38332;1
47765;38334;1
47791;38355;1
47794;38356;1
47817;38372;1
47823;38377;1
47825;38379;1
47832;38392;1
47839;38394;1
47847;38397;1
47849;38398;1
47854;38399;1
47856;38401;1
47860;38405;1
47896;38433;1
47899;38434;1
47921;38451;1
47940;38463;1
47948;38469;1
47978;38493;1
47982;38497;1
47985;38500;1
47989;38501;1
48017;38530;1
48018;38530;1
48026;38540;1
48039;38549;1
48045;38555;1
48059;38570;1
48061;38571;1
48067;38576;1
48073;38579;1
48078;38583;1
48092;38590;1
48099;38596;1
48108;38601;1
48138;38624;1
48139;38624;1
48141;38624;1
48148;38628;1
48151;38633;1
48167;38645;1
48181;38654;1
48188;38658;1
48195;38668;1
48199;38672;1
48202;38674;1
48222;38689;1
48255;38713;1
48259;38716;1
48260;38717;1
48261;38721;1
48263;38724;1
48275;38732;1
48276;38732;1
48283;38743;1
48287;38747;1
48303;38762;1
48321;38777;1
48332;38793;1
48341;38800;1
48343;38804;1
48347;38809;1
48348;38809;1
48363;38817;1
48364;38818;1
48403;38852;1
48404;38852;1
48409;38858;1
48423;38871;1
48430;38874;1
48445;38884;1
48446;38885;1
48449;38885;1
48452;38886;1
48458;38889;1
48465;38896;1
48472;38903;1
48480;38909;1
48496;38924;1
48501;38929;1
48502;38930;1
48517;38941;1
48520;38941;1
48524;38944;1
48542;38960;1
48544;38960;1
48550;38968;1
48571;38988;1
48575;38992;1
48576;38992;1
48585;38997;1
48617;39019;1
48620;39021;1
48624;39024;1
48640;39040;1
48650;39047;1
48651;39048;1
48662;39058;1
48668;39064;1
48672;39067;1
48673;39067;1
48691;39080;1
48693;39081;1
48706;39090;1
48722;39101;1
48724;39102;1
48727;39105;1
48744;39116;1
48745;39118;1
48780;39147;1
48788;39152;1
48796;39161;1
48798;39163;1
48803;39166;1
48820;39179;1
48834;39190;1
48849;39200;1
48851;39202;1
48854;39206;1
48855;39206;1
48864;39211;1
48865;39214;1
48866;39214;1
48881;39224;1
48902;39243;1
48904;39245;1
48934;39273;1
48960;39296;1
48966;39302;1
48975;39307;1
48996;39325;1
49011;39339;1
49013;39339;1
49036;39362;1
49039;39364;1
49046;39372;1
49059;39387;1
49071;39397;1
49075;39402;1
49078;39404;1
49088;39412;1
49094;39417;1
49099;39421;1
49121;39441;1
49155;39470;1
49157;39472;1
49200;39507;1
49221;39524;1
49241;39537;1
49242;39538;1
49248;39545;1
49255;39549;1
49268;39560;1
49271;39563;1
49272;39564;1
49290;39579;1
49292;39581;1
49302;39590;1
49314;39600;1
49325;39612;1
49360;39641;1
49382;39660;1
49400;39672;1
49416;39683;1
49418;39685;1
49428;39697;1
49431;39697;1
49436;39704;1
49447;39716;1
49448;39718;1
49449;39719;1
49459;39730;1
49465;39735;1
49507;39771;1
49533;39791;1
49541;39797;1
49548;39801;1
49549;39801;1
49553;39804;1
49560;39809;1
49565;39813;1
49574;39821;1
49581;39829;1
49588;39833;1
49608;39853;1
49617;39866;1
49619;39868;1
49629;39873;1
49637;39883;1
49646;39889;1
49648;39891;1
49656;39900;1
49669;39913;1
49670;39913;1
49681;39918;1
49682;39918;1
49691;39924;1
49717;39953;1
49718;39953;1
49730;39964;1
49736;39969;1
49763;39987;1
49811;40029;1
49816;40032;1
49819;40032;1
49834;40045;1
49839;40048;1
49851;40056;1
49857;40063;1
49860;40065;1
49865;40069;1
49881;40083;1
49883;40083;1
49917;40101;1
49922;40105;1
49929;40113;1
49936;40117;1
49942;40122;1
49946;40128;1
49954;40137;1
49960;40140;1
49966;40145;1
49974;40151;1
49978;40154;1
49981;40160;1
50009;40184;1
50011;40188;1
50013;40191;1
50039;40207;1
50040;40208;1
50041;40208;1
50063;40227;1
50078;40238;1
50083;40242;1
50088;40244;1
50089;40245;1
50110;40266;1
50113;40269;1
50123;40276;1
50149;40294;1
50151;40295;1
50156;40303;1
50174;40321;1
50178;40324;1
50179;40324;1
50183;40326;1
50192;40334;1
50198;40337;1
50206;40345;1
50216;40348;1
50226;40357;1
50228;40359;1
50236;40364;1
50243;40367;1
50259;40383;1
50262;40387;1
50278;40402;1
50284;40405;1
50290;40413;1
50302;40420;1
50304;40421;1
50307;40423;1
50314;40427;1
50323;40433;1
50337;40445;1
50339;40449;1
50346;40457;1
50350;40463;1
50359;40476;1
50363;40479;1
50364;40479;1
50368;40483;1
50383;40489;1
50386;40491;1
50410;40515;1
50414;40518;1
50415;40519;1
50420;40524;1
50426;40529;1
50438;40539;1
50441;40540;1
50445;40542;1
50455;40550;1
50456;40551;1
50460;40556;1
50468;40564;1
50486;40579;1
50487;40580;1
50497;40586;1
50520;40609;1
50523;40612;1
50528;40617;1
50537;40628;1
50544;40633;1
50560;40643;1
50562;40646;1
50574;40653;1
50577;40657;1
50593;40671;1
50602;40681;1
50603;40681;1
50606;40682;1
50637;40705;1
50656;40721;1
50658;40722;1
50664;40725;1
50665;40726;1
50680;40740;1
50682;40740;1
50683;40741;1
50685;40744;1
50688;40744;1
50693;40746;1
50696;40748;1
50697;40748;1
50703;40754;1
50712;40758;1
50714;40760;1
50732;40777;1
50743;40786;1
50745;40789;1
50769;40811;1
50798;40831;1
50801;40833;1
50808;40841;1
50810;40843;1
50817;40847;1
50826;40853;1
50841;40861;1
50842;40861;1
50843;40862;1
50844;40862;1
50853;40872;1
50866;40885;1
50872;40890;1
50882;40898;1
50893;40905;1
50896;40907;1
50908;40917;1
50913;40926;1
50916;40930;1
50926;40938;1
50929;40940;1
50935;40945;1
50937;40946;1
50980;40976;1
50986;40981;1
51005;40995;1
51020;41010;1
51036;41026;1
51037;41027;1
51049;41036;1
51068;41055;1
51080;41068;1
51103;41082;1
51144;41123;1
51148;41126;1
51171;41145;1
51181;41153;1
51183;41155;1
51187;41159;1
51195;41164;1
51203;41167;1
51207;41171;1
51218;41180;1
51220;41182;1
51244;41200;1
51246;41200;1
51247;41200;1
51254;41206;1
51259;41211;1
51264;41214;1
51265;41214;1
51266;41215;1
51272;41219;1
51284;41228;1
51285;41228;1
51295;41234;1
51298;41236;1
51328;41264;1
51329;41265;1
51330;41265;1
51349;41282;1
51354;41284;1
51366;41293;1
51380;41305;1
51392;41314;1
51403;41323;1
51416;41331;1
51417;41333;1
51430;41341;1
51431;41341;1
51436;41344;1
51443;41355;1
51445;41356;1
51450;41358;1
51452;41361;1
51455;41363;1
51473;41375;1
51509;41406;1
51516;41410;1
51560;41439;1
51570;41444;1
51576;41451;1
51584;41459;1
51594;41467;1
51602;41475;1
51607;41477;1
51608;41477;1
51615;41485;1
51631;41498;1
51634;41501;1
51638;41505;1
51650;41516;1
51662;41526;1
51663;41527;1
51665;41529;1
51666;41530;1
51679;41538;1
51686;41541;1
51716;41565;1
51745;41588;1
51746;41589;1
51752;41593;1
51753;41593;1
51756;41594;1
51760;41598;1
51769;41612;1
51774;41618;1
51786;41629;1
51794;41636;1
51795;41636;1
51805;41645;1
51810;41649;1
51816;41653;1
51817;41653;1
51827;41661;1
51830;41664;1
51845;41678;1
51852;41682;1
51860;41686;1
51869;41693;1
51877;41699;1
51878;41699;1
51907;41725;1
51919;41739;1
51923;41745;1
51938;41753;1
51941;41758;1
51948;41764;1
51983;41793;1
51991;41798;1
51995;41804;1
52002;41809;1
52007;41813;1
52021;41826;1
52025;41831;1
52029;41834;1
52033;41838;1
52039;41844;1
52043;41848;1
52058;41863;1
52081;41886;1
52100;41898;1
52113;41909;1
52117;41913;1
52120;41914;1
52123;41917;1
52145;41936;1
52162;41947;1
52163;41947;1
52164;41948;1
52165;41948;1
52169;41949;1
52172;41952;1
52177;41956;1
52178;41957;1
52179;41959;1
52180;41959;1
52183;41961;1
52191;41970;1
52197;41976;1
52209;41986;1
52226;41999;1
52251;42024;1
52252;42024;1
52262;42034;1
52276;42047;1
52283;42051;1
52287;42055;1
52291;42056;1
52305;42066;1
52307;42068;1
52308;42068;1
52313;42072;1
52321;42076;1
52340;42092;1
52347;42098;1
52360;42107;1
52382;42121;1
52395;42133;1
52401;42137;1
52410;42147;1
52414;42150;1
52422;42158;1
52427;42160;1
52429;42161;1
52432;42163;1
52435;42166;1
52440;42172;1
52452;42183;1
52464;42194;1
52471;42199;1
52487;42210;1
52488;42211;1
52494;42218;1
52499;42222;1
52526;42241;1
52529;42244;1
52539;42255;1
52552;42264;1
52555;42267;1
52556;42268;1
52567;42275;1
52572;42278;1
52575;42280;1
52590;42289;1
52594;42292;1
52600;42300;1
52602;42302;1
52621;42312;1
52629;42317;1
52641;42327;1
52674;42355;1
52680;42359;1
52681;42360;1
52682;42361;1
52684;42364;1
52697;42373;1
52698;42373;1
52709;42382;1
52726;42390;1
52734;42395;1
52735;42396;1
52738;42397;1
52743;42401;1
52750;42406;1
52754;42408;1
52770;42417;1
52784;42428;1
52788;42431;1
52790;42433;1
52791;42433;1
52798;42438;1
52802;42444;1
52803;42445;1
52804;42446;1
52811;42452;1
52815;42455;1
52839;42474;1
52849;42483;1
52850;42483;1
52851;42483;1
52870;42498;1
52885;42509;1
52890;42515;1
52894;42517;1
52921;42540;1
52936;42552;1
52940;42559;1
52941;42559;1
52944;42562;1
52946;42564;1
52973;42588;1
52974;42588;1
52975;42588;1
52989;42597;1
52992;42599;1
52999;42611;1
53002;42615;1
53014;42623;1
53024;42629;1
53030;42634;1
53038;42640;1
53046;42645;1
53068;42663;1
